timestamp,user_id,hand_preference,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0008957386016845703,e8020442,Right Hand,-0.17,-0.22,0.93,-0.05,0.0,-0.05
0.0014472007751464844,e8020442,Right Hand,-0.17,-0.22,0.93,-0.05,0.0,-0.05
0.0054149627685546875,e8020442,Right Hand,-0.17,-0.22,0.93,-0.05,0.0,-0.05
0.006084442138671875,e8020442,Right Hand,-0.17,-0.22,0.93,-0.05,0.0,-0.05
0.006150007247924805,e8020442,Right Hand,-0.17,-0.22,0.93,-0.05,0.0,-0.05
0.00617527961730957,e8020442,Right Hand,-0.17,-0.22,0.93,-0.05,0.0,-0.05
0.006193637847900391,e8020442,Right Hand,-0.17,-0.22,0.93,-0.05,0.0,-0.05
0.006228446960449219,e8020442,Right Hand,-0.17,-0.22,0.93,-0.05,0.0,-0.05
0.0062465667724609375,e8020442,Right Hand,-0.16,-0.22,0.94,-0.07,-0.01,-0.04
0.00626373291015625,e8020442,Right Hand,-0.16,-0.22,0.94,-0.07,-0.01,-0.04
0.006281375885009766,e8020442,Right Hand,-0.16,-0.22,0.94,-0.07,-0.01,-0.04
0.06916093826293945,e8020442,Right Hand,-0.16,-0.22,0.94,-0.07,-0.01,-0.04
0.06922030448913574,e8020442,Right Hand,-0.16,-0.22,0.94,-0.07,-0.01,-0.04
0.06923985481262207,e8020442,Right Hand,-0.16,-0.22,0.94,-0.07,-0.01,-0.04
0.06925821304321289,e8020442,Right Hand,-0.16,-0.2,0.94,-0.09,0.01,-0.02
0.06929254531860352,e8020442,Right Hand,-0.16,-0.2,0.94,-0.09,0.01,-0.02
0.06930994987487793,e8020442,Right Hand,-0.16,-0.2,0.94,-0.09,0.01,-0.02
0.06932711601257324,e8020442,Right Hand,-0.16,-0.2,0.94,-0.09,0.01,-0.02
0.06934332847595215,e8020442,Right Hand,-0.16,-0.2,0.94,-0.09,0.01,-0.02
0.06936073303222656,e8020442,Right Hand,-0.16,-0.2,0.94,-0.09,0.01,-0.02
0.06939458847045898,e8020442,Right Hand,-0.16,-0.2,0.94,-0.09,0.01,-0.02
0.0694115161895752,e8020442,Right Hand,-0.16,-0.2,0.94,-0.09,0.01,-0.02
0.0694282054901123,e8020442,Right Hand,-0.17,-0.21,0.94,-0.07,-0.0,-0.04
0.06944489479064941,e8020442,Right Hand,-0.17,-0.21,0.94,-0.07,-0.0,-0.04
0.06946635246276855,e8020442,Right Hand,-0.17,-0.21,0.94,-0.07,-0.0,-0.04
0.06950020790100098,e8020442,Right Hand,-0.17,-0.21,0.94,-0.07,-0.0,-0.04
0.06952571868896484,e8020442,Right Hand,-0.17,-0.21,0.94,-0.07,-0.0,-0.04
0.06954264640808105,e8020442,Right Hand,-0.17,-0.21,0.94,-0.07,-0.0,-0.04
0.12257599830627441,e8020442,Right Hand,-0.17,-0.21,0.94,-0.07,-0.0,-0.04
0.12264394760131836,e8020442,Right Hand,-0.16,-0.2,0.94,-0.07,0.0,-0.04
0.1226649284362793,e8020442,Right Hand,-0.16,-0.2,0.94,-0.07,0.0,-0.04
0.12268328666687012,e8020442,Right Hand,-0.16,-0.2,0.94,-0.07,0.0,-0.04
0.12270116806030273,e8020442,Right Hand,-0.16,-0.2,0.94,-0.07,0.0,-0.04
0.12274432182312012,e8020442,Right Hand,-0.16,-0.2,0.94,-0.07,0.0,-0.04
0.12276124954223633,e8020442,Right Hand,-0.16,-0.2,0.94,-0.07,0.0,-0.04
0.12277817726135254,e8020442,Right Hand,-0.16,-0.2,0.94,-0.07,0.0,-0.04
0.12279462814331055,e8020442,Right Hand,-0.17,-0.21,0.94,-0.09,-0.01,-0.04
0.12283110618591309,e8020442,Right Hand,-0.17,-0.21,0.94,-0.09,-0.01,-0.04
0.12287616729736328,e8020442,Right Hand,-0.17,-0.21,0.94,-0.09,-0.01,-0.04
0.1228938102722168,e8020442,Right Hand,-0.17,-0.21,0.94,-0.09,-0.01,-0.04
0.1229104995727539,e8020442,Right Hand,-0.17,-0.21,0.94,-0.09,-0.01,-0.04
0.12293004989624023,e8020442,Right Hand,-0.17,-0.21,0.94,-0.09,-0.01,-0.04
0.12302899360656738,e8020442,Right Hand,-0.17,-0.21,0.94,-0.09,-0.01,-0.04
0.12370872497558594,e8020442,Right Hand,-0.17,-0.21,0.93,-0.09,-0.02,-0.05
