file_name,char_name,x_norm_mean,x_norm_median,x_norm_std,x_norm_var,x_norm_min,x_norm_max,x_norm_range,x_norm_rms,x_norm_skewness,x_norm_kurtosis,x_norm_peak_to_peak,x_norm_energy,x_norm_zero_crossing_rate,y_norm_mean,y_norm_median,y_norm_std,y_norm_var,y_norm_min,y_norm_max,y_norm_range,y_norm_rms,y_norm_skewness,y_norm_kurtosis,y_norm_peak_to_peak,y_norm_energy,y_norm_zero_crossing_rate,z_norm_mean,z_norm_median,z_norm_std,z_norm_var,z_norm_min,z_norm_max,z_norm_range,z_norm_rms,z_norm_skewness,z_norm_kurtosis,z_norm_peak_to_peak,z_norm_energy,z_norm_zero_crossing_rate,sma,x_norm_dominant_freq,x_norm_spectral_energy,x_norm_spectral_entropy,x_norm_spectral_centroid,x_norm_band_power_0_10Hz,x_norm_fft_coef_0,x_norm_fft_coef_1,x_norm_fft_coef_2,x_norm_fft_coef_3,x_norm_fft_coef_4,y_norm_dominant_freq,y_norm_spectral_energy,y_norm_spectral_entropy,y_norm_spectral_centroid,y_norm_band_power_0_10Hz,y_norm_fft_coef_0,y_norm_fft_coef_1,y_norm_fft_coef_2,y_norm_fft_coef_3,y_norm_fft_coef_4,z_norm_dominant_freq,z_norm_spectral_energy,z_norm_spectral_entropy,z_norm_spectral_centroid,z_norm_band_power_0_10Hz,z_norm_fft_coef_0,z_norm_fft_coef_1,z_norm_fft_coef_2,z_norm_fft_coef_3,z_norm_fft_coef_4,magnitude_mean,magnitude_var,magnitude_rms,magnitude_max,magnitude_min,magnitude_range,correlation_xy,correlation_xz,correlation_yz,covariance_xy,covariance_xz,covariance_yz,angle_xy_xz,angle_xy_yz,angle_xz_yz,avg_window_slope,total_peaks,total_troughs,peaks_per_window,troughs_per_window,activity_counts,svm,tilt_x,tilt_y,jerk_x_mean,jerk_y_mean,jerk_z_mean,jerk_magnitude,auc_x,auc_y,auc_z,entropy_x,entropy_y,entropy_z,autocorr_x,autocorr_y,autocorr_z
ঘ_0e4e9ee0_Right Hand_20250426_005817_preprocessed.csv,ঘ_0e4e9ee0_Right Hand_20250426_005817_preprocessed,8.359326303060002e-17,-0.3722004284601872,1.0,1.0000000000000002,-1.569195351602432,2.895634664794446,4.464830016396878,1.0,1.1692441148407418,0.5858099122677838,4.464830016396878,1.0,0.00392156862745098,4.179663151530001e-17,-0.07906118727894346,1.0,1.0,-2.0817922622331797,2.5377689581724927,4.619561220405672,1.0,0.9153027641619019,0.6062451330805296,4.619561220405672,1.0,0.011764705882352941,2.7864421010200007e-16,0.09283086823281636,1.0,1.0000000000000002,-2.480867818157738,3.139488919465624,5.6203567376233625,1.0,0.3999674808159431,1.6698916471165184,5.6203567376233625,1.0000000000000002,0.010784313725490196,2.1254607896903934,0.0980392156862745,509.99994435173755,5.168684060670392,3.0104888080886782,5048.813637249332,2.6256774532384952e-14,453.36076184712385,360.29649488402976,81.817077682926,110.74379992908257,0.784313725490196,509.999993254516,4.8434424158151,2.436600133753537,5049.338460692901,2.042810365310288e-14,53.95536037514997,104.14576950984521,283.2196034215018,147.6488947229479,0.8823529411764705,509.9999953717945,4.87404895399353,2.1147549394088907,5049.427197161029,2.7106095146223197e-13,13.326815294309005,183.32915764083015,148.61298800314503,156.65337944259716,1.3944676304816443,1.0554600275389074,1.7320508075688772,4.209424142020245,0.31996299344237294,3.8894611485778716,0.4239602769670669,0.546183075129091,0.2845085617146072,0.42437633219470877,0.5467190742214653,0.2847877654061819,75.10717572765907,86.1962120380403,18.696612234300627,0.00436079801706361,55,57,5.5,5.7,1381,1.3944676304816443,16.69924423399362,8.530765609948133,0.020203517229966,0.026504318164213465,0.03195799399264237,0.051000549962452554,798.0144422613005,709.0969181827115,659.7467762508694,1.4189385332046733,1.4189385332046724,1.4189385332046736,0.9993954855481826,0.9989771953671299,0.9985947112186903
