x_norm,y_norm,z_norm
-0.37857894946302884,0.4191703807747792,0.4632199365397358
-0.37857894946302884,0.4191703807747792,0.4632199365397358
-0.3826744802016053,0.4122249047915225,0.4539025937867893
-0.38636045786632417,0.40597397640659144,0.4455169853091374
-0.38967783776457116,0.4003481408601535,0.43796993767925074
-0.3926634796729934,0.3952848888683594,0.431177594812352
-0.3953505573905735,0.3907279620757446,0.42506448623214316
-0.3977689273363955,0.3866267279623914,0.4195626885099556
-0.39994546028763533,0.38293561726037345,0.4146110705599869
-0.4305730551137867,0.3848227246159998,0.3666736815579301
-0.4581378904573229,0.3865211212360636,0.32353003145607867
-0.48294624226650545,0.38804967819412095,0.2847007463644123
-0.5052737588947698,0.38942537945637257,0.2497543897819125
-0.5253685238602077,0.39066351059239907,0.21830266885766286
-0.5434538123291018,0.3917778286148229,0.18999612002583804
-0.5597305719511065,0.3927807148350043,0.16452022607719594
-0.6112394322580992,0.4006287884164244,0.11053411234692845
-0.6575974065343927,0.4076920546397024,0.06194660998968786
-0.6993195833830569,0.4140489942406526,0.018217857868171164
-0.7368695425468546,0.4197702398815078,-0.021138019041193758
-0.7706645057942724,0.4249193609582775,-0.056558308259622055
-0.8010799727169486,0.42955356992737015,-0.08843656855620759
-0.8284538929473572,0.43372435799955356,-0.11712700282313478
-0.8653770133704544,0.3975415803607925,-0.14915995549866684
-0.8986078217512418,0.36497708048590755,-0.17798961290664594
-0.9285155492939506,0.33566903059851105,-0.20393630457382714
-0.9554325040823884,0.30929178569985427,-0.22728832707429028
-0.9796577633919824,0.28555226529106315,-0.24830514732470702
-1.001460496770617,0.26418669692315117,-0.26722028555008215
-1.0210829568113882,0.2449576853920303,-0.2842439099529197
-1.0387431708480823,0.2276515750140216,-0.2995651719154734
-1.046446302003954,0.19123964772404356,-0.3071427458464737
-1.0533791200442384,0.15846891316306336,-0.3139625623843741
-1.0596186562804946,0.12897525205818114,-0.32010039726848444
-1.0652342388931249,0.10243095706378716,-0.32562444866418394
-1.070288263244492,0.07854109156883259,-0.3305960949203135
-1.0748368851607228,0.05704021262337344,-0.3350705765508299
-1.0789306448853306,0.037689421572460226,-0.3390976100182946
-1.0498507827288655,-0.0005627183231318457,-0.3054525691272255
-1.0236789067880467,-0.03498964422916468,-0.2751720323252635
-1.00012421844131,-0.06597387754459423,-0.24791954920349776
-0.9789249989292468,-0.09385968752848084,-0.22339231439390847
-0.95984570136839,-0.11895691651397881,-0.2013178030652781
-0.942674333563619,-0.14154442260092698,-0.18145074286951077
-0.8903603258921364,-0.14277311912522433,-0.1045605512579903
-0.8432777189878021,-0.14387894599709194,-0.035359378807622036
-0.8009033727739013,-0.14487419018177278,0.026921676397709576
-0.7627664611813906,-0.14576990994798555,0.082974626082508
-0.7284432407481309,-0.14657605773757704,0.1334222807988265
-0.6975523423581972,-0.14730159074820937,0.17882517004351317
-0.669750533807257,-0.14795457045777846,0.2196877703637311
-0.6201557216799516,-0.1468058832005765,0.31236816716960786
-0.575520390765377,-0.1457720646690947,0.39578052429489713
-0.5353485929422596,-0.14484162799076108,0.4708516457076578
-0.49919397490145406,-0.14400423498026083,0.5384156549791421
-0.466654818664729,-0.14325058127081064,0.599223263323478
-0.43736957805167653,-0.14257229293230542,0.6539501108333804
-0.41101286149992927,-0.14196183342765073,0.7032042735922927
-0.3668141629104742,-0.12404872991531975,0.7879081720047494
-0.3270353341799647,-0.10792693675422185,0.8641416805759607
-0.2912343883225061,-0.09341732290923377,0.9327518382900511
-0.2590135370507934,-0.08035867044874447,0.9945009802327324
-0.23001477090625194,-0.06860588323430407,1.0500752079811455
-0.20391588137616465,-0.05802837474130774,1.100092012954717
-0.1804268807990861,-0.04850861709761103,1.1451071374309316
-0.15519124954113886,-0.038204466222469806,1.2011496540477695
-0.13247918140898635,-0.028930730434842705,1.251587919002924
-0.11203832009004909,-0.020584368225978332,1.296982357462563
-0.09364154490300554,-0.013072642238000394,1.3378373520762377
-0.0770844472346664,-0.006312088848820227,1.374606847228545
-0.06218305933316113,-0.00022759079855810496,1.4076993928656218
-0.04877181022180641,0.00524845744667781,1.4374826839389911
-0.03670168602158713,0.010176900867390152,1.464287645905023
-0.0667938816271548,0.01808523793765961,1.4418253979097178
-0.09387685767216569,0.02520274130090213,1.4216093747139427
-0.1182515361126755,0.03160849432782038,1.403414953837745
-0.14018874670913434,0.03737367205204682,1.3870399750491669
-0.15993223624594727,0.04256233200385061,1.3723024941394468
-0.17770137682907894,0.047232125960474027,1.359038761320699
-0.1936936033538974,0.051434940521435116,1.3471014017838254
-0.24494638387342257,0.027435569693273206,1.2866652835182564
-0.2910738863409952,0.005836135947927468,1.2322727770792443
-0.33258863856181053,-0.013603354422883702,1.1833195212841334
-0.36995191556054435,-0.03109889575661376,1.1392615910685338
-0.4035788648594048,-0.0468448829569708,1.0996094538744943
-0.4338431192283792,-0.061016271437292116,1.0639225303998583
-0.4610809481604562,-0.07377052106958132,1.0318042992726861
-0.5470279552779729,-0.11997672565492522,0.931464930152306
-0.624380261683738,-0.16156230978173478,0.8411594979439636
-0.6939973374489266,-0.1989893354958633,0.7598846089564557
-0.7566527056375962,-0.23267365863857906,0.6867372088676986
-0.813042537007399,-0.2629895494670232,0.620904548787817
-0.8637933852402215,-0.29027385121262284,0.5616551547159234
-0.9094691486497617,-0.3148297227836626,0.5083307000512199
-1.0120102967969955,-0.39075744606783797,0.36405948240586933
-1.1042973301295058,-0.45909239702359583,0.23421538652505366
-1.187355660128765,-0.5205938528837779,0.11735570023231964
